| Time     |   Steer |   Speed | Front   | Left    | Right   |      X |       Y |   Pose |   Axle-Pos |   Current |
| 20:03:03 |   -0.16 |       1 | free    | blocked | blocked |  927.8 |  -608.4 |    307 |        190 |       482 |
| 20:03:03 |   -0.17 |       1 | free    | blocked | blocked |  932.3 |  -612.8 |    317 |        188 |       482 |
| 20:03:03 |   -0.21 |       1 | free    | blocked | blocked |  934.2 |  -615   |    308 |        134 |       482 |
| 20:03:04 |  500.46 |       1 | blocked | blocked | blocked |  937.4 |  -618.9 |    309 |         63 |       483 |
| 20:03:04 |  500.31 |       1 | blocked | blocked | free    |  944.2 |  -624.2 |    323 |          2 |       483 |
| 20:03:05 |  500.32 |       1 | blocked | blocked | free    |  947.7 |  -626.9 |    322 |        -74 |       483 |
| 20:03:05 |   -0.06 |       1 | free    | blocked | blocked |  951.7 |  -630   |    320 |       -121 |       483 |
| 20:03:06 |   -0.03 |       1 | free    | blocked | blocked |  954.7 |  -632.6 |    318 |        -95 |       480 |
| 20:03:06 |   -0.05 |       1 | free    | blocked | blocked |  958   |  -636.3 |    311 |        -94 |       480 |
| 20:03:07 |   -0.06 |       1 | free    | blocked | blocked |  961.9 |  -642.5 |    301 |        -65 |       480 |
| 20:03:07 |    0.11 |       1 | free    | blocked | blocked |  964.5 |  -646.6 |    302 |        -57 |       481 |
| 20:03:08 |    0.53 |       1 | free    | blocked | blocked |  966.9 |  -650.8 |    300 |        -36 |       481 |
| 20:03:08 |    0.06 |       1 | free    | blocked | blocked |  969   |  -655.5 |    294 |         24 |       483 |
| 20:03:09 |    0.09 |       1 | free    | blocked | blocked |  971.6 |  -660.2 |    298 |         16 |       483 |
| 20:03:09 |    0.03 |       1 | free    | blocked | blocked |  973.7 |  -664.8 |    295 |         24 |       482 |
| 20:03:10 |    0.06 |       1 | free    | blocked | blocked |  976.2 |  -669.1 |    300 |         16 |       482 |
| 20:03:10 |    0.09 |       1 | free    | blocked | blocked |  978.8 |  -673.5 |    301 |         14 |     65636 |
| 20:03:11 |    0.12 |       1 | free    | blocked | blocked |  980.9 |  -677.8 |    296 |          0 |       482 |
| 20:03:11 |    0.18 |       1 | free    | blocked | blocked |  982.9 |  -682.1 |    295 |         -2 |       482 |
| 20:03:11 |    0.45 |       1 | free    | blocked | free    |  985.2 |  -686.6 |    297 |         -3 |       482 |
| 20:03:12 |    0.33 |       1 | free    | blocked | free    |  987.5 |  -691.1 |    297 |          1 |       482 |
| 20:03:12 |    0.33 |       1 | free    | blocked | free    |  989.7 |  -695.5 |    297 |         -4 |       482 |
| 20:03:13 |    0.33 |       1 | free    | blocked | free    |  991.8 |  -699.9 |    295 |        -18 |       482 |
| 20:03:13 |    0.33 |       1 | free    | blocked | free    |  993.6 |  -704.7 |    291 |        -17 |       482 |
| 20:03:14 |    0.28 |       1 | free    | blocked | free    |  995.2 |  -709.3 |    289 |         -6 |       481 |
| 20:03:14 |    0.3  |       1 | free    | blocked | free    |  996.7 |  -714.1 |    287 |         -4 |       481 |
| 20:03:15 |    0.33 |       1 | free    | blocked | free    |  998   |  -718.9 |    285 |         17 |       481 |
| 20:03:15 |    0.28 |       1 | free    | blocked | free    |  999.4 |  -723.9 |    286 |         24 |       481 |
| 20:03:16 |    0.28 |       1 | free    | blocked | free    | 1000.3 |  -728.5 |    281 |         29 |       481 |
| 20:03:16 |    0.28 |       1 | free    | blocked | free    | 1000.9 |  -733.3 |    277 |          8 |       482 |
| 20:03:17 |    0.28 |       1 | free    | blocked | free    | 1001.6 |  -738.2 |    279 |          7 |       482 |
| 20:03:17 |    0.28 |       1 | free    | blocked | free    | 1002.2 |  -743   |    277 |         -2 |       483 |
| 20:03:18 |    0.25 |       1 | free    | blocked | free    | 1002.6 |  -747.8 |    274 |        -12 |       483 |
| 20:03:18 |   -1.31 |       1 | free    | blocked | blocked | 1002.8 |  -753.1 |    273 |        -12 |       482 |
| 20:03:18 |    0.28 |       1 | free    | blocked | free    | 1003.1 |  -757.8 |    273 |         44 |       482 |
| 20:03:19 |    0.28 |       1 | free    | blocked | free    | 1003.4 |  -761.6 |    275 |         72 |       482 |
| 20:03:19 |    0.28 |       1 | free    | blocked | free    | 1003.8 |  -765.9 |    277 |         98 |       482 |
| 20:03:20 |    0.28 |       1 | free    | blocked | free    | 1004.5 |  -769.7 |    281 |         94 |       485 |
| 20:03:20 |    0.28 |       1 | free    | blocked | free    | 1005.8 |  -774.8 |    285 |         69 |       485 |
| 20:03:21 |    0.33 |       1 | free    | blocked | free    | 1006.5 |  -779   |    281 |        -25 |       488 |
| 20:03:21 |    0.39 |       1 | free    | blocked | free    | 1007.5 |  -784.4 |    280 |       -129 |       488 |
| 20:03:22 |  500.31 |       1 | blocked | blocked | free    | 1008   |  -788.3 |    278 |       -165 |       484 |
| 20:03:22 |  498.78 |       1 | blocked | blocked | blocked | 1008   |  -792.4 |    271 |       -182 |       484 |
| 20:03:23 |  500.31 |       1 | blocked | blocked | free    | 1008.2 |  -797.1 |    270 |       -162 |       485 |
| 20:03:23 |  500.31 |       1 | blocked | blocked | free    | 1008.2 |  -801.1 |    269 |       -185 |       485 |
| 20:03:24 |  500.23 |       1 | blocked | blocked | free    | 1007.5 |  -804.9 |    259 |       -195 |       485 |
| 20:03:24 |  500.16 |       1 | blocked | blocked | free    | 1006.6 |  -808.8 |    256 |       -197 |       482 |
| 20:03:25 |  500.18 |       1 | blocked | blocked | free    | 1005.6 |  -813.7 |    257 |       -195 |       482 |
| 20:03:25 |  500.08 |       1 | blocked | blocked | free    | 1004.6 |  -817.5 |    254 |       -199 |       482 |
| 20:03:26 |  500.05 |       1 | blocked | blocked | free    | 1003   |  -821.5 |    247 |       -196 |       482 |
| 20:03:26 |  499.97 |       1 | blocked | blocked | free    | 1000.7 |  -826.1 |    242 |       -200 |       483 |
| 20:03:27 |   -0.06 |       1 | free    | blocked | free    |  998.2 |  -829.6 |    234 |       -188 |       483 |
| 20:03:27 |  498.27 |       1 | blocked | blocked | blocked |  995.7 |  -833   |    233 |       -114 |       482 |
| 20:03:28 |  499.85 |       1 | blocked | blocked | free    |  992.1 |  -836.7 |    225 |       -108 |       482 |
| 20:03:28 |  499.86 |       1 | blocked | blocked | free    |  989.3 |  -839.5 |    225 |       -132 |       483 |
| 20:03:29 |  499.87 |       1 | blocked | blocked | free    |  986.1 |  -842.3 |    220 |       -148 |       483 |
| 20:03:29 |  499.89 |       1 | blocked | blocked | free    |  982.5 |  -845.4 |    219 |       -135 |       482 |
| 20:03:30 |   -0.06 |       1 | free    | blocked | free    |  979.4 |  -847.9 |    218 |       -153 |       482 |
| 20:03:30 |   -0.06 |       1 | free    | blocked | free    |  975.8 |  -849.7 |    205 |       -112 |       483 |
| 20:03:31 |   -0.01 |       1 | free    | blocked | free    |  971.5 |  -852.3 |    211 |        -84 |       483 |
| 20:03:31 |    0.02 |       1 | free    | blocked | free    |  966   |  -855.2 |    208 |        -71 |       482 |
| 20:03:32 |    0.01 |       1 | free    | blocked | free    |  961.4 |  -857.7 |    208 |        -49 |       482 |
| 20:03:32 |    0.02 |       1 | free    | blocked | free    |  956.8 |  -859.8 |    205 |        -36 |       483 |
| 20:03:32 |    0.05 |       1 | free    | blocked | free    |  952   |  -862.1 |    205 |        -37 |       483 |
| 20:03:33 |    0.05 |       1 | free    | blocked | free    |  947.5 |  -864.1 |    204 |        -27 |       483 |
| 20:03:33 |    0.04 |       1 | free    | blocked | free    |  942.9 |  -866.2 |    204 |        -13 |       483 |
| 20:03:34 |    0.05 |       1 | free    | blocked | free    |  938.4 |  -868.1 |    203 |        -19 |       483 |
| 20:03:34 |    0.08 |       1 | free    | blocked | free    |  933.7 |  -870.1 |    203 |        -25 |       483 |
| 20:03:35 |    0.05 |       1 | free    | blocked | free    |  928.8 |  -871.5 |    196 |        -26 |       482 |
| 20:03:35 |    0.06 |       1 | free    | blocked | free    |  924.2 |  -873.4 |    203 |        -25 |       482 |
| 20:03:36 |    0.1  |       1 | free    | blocked | free    |  919.5 |  -875.6 |    205 |         -5 |       482 |
| 20:03:36 |    0.13 |       1 | free    | blocked | free    |  915.3 |  -878   |    209 |        -13 |       482 |
| 20:03:37 |    0.13 |       1 | free    | blocked | free    |  910.7 |  -879.9 |    203 |         -6 |       481 |
| 20:03:37 |    0.15 |       1 | free    | blocked | free    |  906.2 |  -882.2 |    207 |        -15 |       481 |
| 20:03:38 |   -1.26 |       1 | free    | blocked | blocked |  901.6 |  -884.7 |    209 |         16 |       481 |
| 20:03:38 |   -1.31 |       1 | free    | blocked | blocked |  897.1 |  -887   |    207 |         46 |       481 |
| 20:03:39 |    0.23 |       1 | free    | blocked | free    |  893.6 |  -889.2 |    212 |         79 |       481 |
| 20:03:39 |  500.18 |       1 | blocked | blocked | free    |  890.4 |  -891.8 |    220 |         93 |       482 |
| 20:03:40 |  500.23 |       1 | blocked | blocked | free    |  886.9 |  -894.9 |    222 |         21 |       482 |
| 20:03:40 |  500.25 |       1 | blocked | blocked | free    |  882.8 |  -897.9 |    217 |        -61 |       483 |
| 20:03:41 |  500.31 |       1 | blocked | blocked | free    |  878.4 |  -901.3 |    216 |       -107 |       483 |
| 20:03:41 |  500.34 |       1 | blocked | blocked | free    |  874.5 |  -905.7 |    226 |       -122 |       483 |
| 20:03:42 |    0.39 |       1 | free    | blocked | free    |  871.8 |  -908.4 |    225 |       -152 |       483 |
| 20:03:42 |    0.39 |       1 | free    | blocked | free    |  868.6 |  -910.9 |    217 |       -140 |       483 |
| 20:03:43 |   -1.13 |       1 | free    | blocked | blocked |  865.1 |  -915.5 |    231 |        -42 |       483 |
| 20:03:43 |    0.33 |       1 | free    | blocked | free    |  862.7 |  -917.7 |    223 |         47 |       483 |
| 20:03:44 |    0.33 |       1 | free    | blocked | free    |  860.1 |  -920.9 |    232 |        118 |       483 |
| 20:03:44 |    0.36 |       1 | free    | blocked | free    |  857.3 |  -924.4 |    232 |        147 |       482 |
| 20:03:45 |    0.36 |       1 | free    | blocked | free    |  855.2 |  -927.7 |    239 |        127 |       482 |
| 20:03:45 |  500.46 |       1 | blocked | blocked | free    |  853.4 |  -931.4 |    245 |         58 |       483 |
| 20:03:46 |  500.62 |       1 | blocked | blocked | free    |  851.6 |  -935.6 |    247 |        -19 |       483 |
| 20:03:46 |    0.74 |       1 | free    | blocked | free    |  847.3 |  -941   |    230 |        -73 |       483 |
| 20:03:47 |  500.68 |       1 | blocked | blocked | free    |  845.6 |  -945.4 |    247 |        -98 |       483 |
| 20:03:47 |    0.73 |       1 | free    | blocked | free    |  843.9 |  -949   |    244 |       -125 |       483 |
| 20:03:47 |   -0.98 |       1 | free    | blocked | blocked |  842   |  -952.6 |    242 |       -133 |       483 |
| 20:03:48 |   -0.93 |       1 | free    | blocked | blocked |  839.7 |  -956.1 |    236 |        -29 |       482 |
| 20:03:48 |    0.62 |       1 | free    | blocked | free    |  837.4 |  -961.1 |    246 |         27 |       482 |
| 20:03:49 |    0.62 |       1 | free    | blocked | free    |  835.4 |  -964.6 |    241 |         67 |       483 |
| 20:03:49 |    0.62 |       1 | free    | blocked | free    |  833.5 |  -968.1 |    242 |         99 |       483 |
| 20:03:50 |  500.52 |       1 | blocked | blocked | free    |  831.5 |  -971.7 |    242 |        100 |       482 |
| 20:03:50 |  500.52 |       1 | blocked | blocked | free    |  829.2 |  -975.9 |    241 |         18 |       482 |
| 20:03:51 |    0.85 |       1 | free    | blocked | free    |  827   |  -979.4 |    238 |        -36 |       482 |
| 20:03:51 |   -0.82 |       1 | free    | blocked | blocked |  824.6 |  -982.4 |    229 |        -83 |       482 |
| 20:03:52 |    0.67 |       1 | free    | blocked | free    |  821.8 |  -985.4 |    227 |         12 |       482 |
| 20:03:52 |    0.67 |       1 | free    | blocked | free    |  816   |  -991.3 |    226 |        120 |       482 |
| 20:03:53 |  500.8  |       1 | blocked | blocked | free    |  813.7 |  -994.3 |    235 |        176 |       482 |
| 20:03:53 |  500.57 |       1 | blocked | blocked | free    |  811.3 |  -997.9 |    237 |         38 |       480 |
| 20:03:54 |  500.68 |       1 | blocked | blocked | free    |  808.4 | -1002.1 |    235 |        -41 |       480 |
| 20:03:54 |  500.74 |       1 | blocked | blocked | free    |  806.1 | -1005   |    231 |        -58 |       482 |
| 20:03:55 |  500.74 |       1 | blocked | blocked | free    |  803.5 | -1007.8 |    226 |        -86 |       482 |
| 20:03:55 |  500.89 |       1 | blocked | blocked | free    |  800.7 | -1010.8 |    227 |       -101 |       482 |
| 20:03:56 |  500.87 |       1 | blocked | blocked | free    |  797.7 | -1013.8 |    223 |       -126 |       482 |
| 20:03:56 |    0.99 |       1 | free    | blocked | free    |  794.3 | -1016.8 |    220 |       -164 |       483 |
| 20:03:56 |    0.85 |       1 | free    | blocked | free    |  791   | -1018.8 |    211 |       -176 |       483 |
| 20:03:57 |    0.79 |       1 | free    | blocked | free    |  787.7 | -1020.8 |    210 |       -178 |       485 |
| 20:03:57 |    0.82 |       1 | free    | blocked | free    |  784   | -1022.3 |    202 |       -189 |       485 |
| 20:03:58 |    0.79 |       1 | free    | blocked | free    |  779.8 | -1023.7 |    197 |       -195 |       488 |
| 20:03:58 |    0.73 |       1 | free    | blocked | free    |  775.6 | -1024.5 |    190 |       -192 |       488 |
| 20:03:59 |    0.43 |       1 | free    | blocked | free    |  771.3 | -1025.2 |    188 |       -187 |       484 |
| 20:03:59 |    1.61 |       1 | free    | blocked | free    |  767.1 | -1025   |    177 |       -139 |       484 |
| 20:04:00 |    1.35 |       1 | free    | blocked | free    |  763.1 | -1024.1 |    166 |       -166 |       483 |
| 20:04:00 |    1.42 |       1 | free    | blocked | free    |  759.2 | -1023.3 |    168 |       -184 |       483 |
| 20:04:01 |    1.89 |       1 | free    | blocked | blocked |  755.1 | -1022.7 |    170 |       -193 |       487 |
| 20:04:01 |    0.34 |       1 | free    | blocked | blocked |  751   | -1022.4 |    175 |       -194 |       487 |
| 20:04:02 |   -0.48 |       0 | free    | blocked | blocked |  746.9 | -1022.3 |    178 |       -187 |       483 |
| 20:04:02 |   -0.62 |       0 | free    | blocked | blocked |  742.4 | -1024.1 |    202 |       -178 |       483 |
| 20:04:03 |    0.63 |       0 | free    | blocked | blocked |  741.7 | -1024.1 |    174 |       -178 |       483 |
| 20:04:04 |    0.56 |       0 | free    | blocked | blocked |  741.7 | -1024.1 |    170 |       -178 |       483 |
| 20:04:04 |    0.63 |       0 | free    | blocked | blocked |  741.7 | -1024.1 |    170 |       -178 |       484 |
| 20:04:05 |    0.63 |       0 | free    | blocked | blocked |  741.7 | -1024.1 |    171 |       -178 |       487 |
| 20:04:05 |    0.63 |       0 | free    | blocked | blocked |  741.7 | -1024.1 |    171 |       -178 |     65636 |
| 20:04:06 |    0.63 |       0 | free    | blocked | blocked |  741.7 | -1024.1 |    172 |       -178 |       484 |
| 20:04:07 |   -0.94 |       0 | free    | free    | blocked |  741.7 | -1024.1 |    172 |       -178 |       484 |
